Entity,Code,Year,Literacy rate among young women
Afghanistan,AFG,1979,11
Afghanistan,AFG,2011,32
Afghanistan,AFG,2015,25.48416
Afghanistan,AFG,2021,42
Afghanistan,AFG,2022,44.17171
Albania,ALB,2001,99
Albania,ALB,2005,99.49
Albania,ALB,2008,99
Albania,ALB,2009,96.61
Albania,ALB,2011,99
Albania,ALB,2012,99
Albania,ALB,2017,99.52556
Algeria,DZA,1987,62
Algeria,DZA,2002,86
Algeria,DZA,2006,89
Algeria,DZA,2008,92
Algeria,DZA,2019,97.9897
American Samoa,ASM,1980,97
Angola,AGO,2001,63
Angola,AGO,2014,71
Angola,AGO,2015,67.4276
Anguilla,AIA,1984,99
Argentina,ARG,1980,97
Argentina,ARG,1991,99
Argentina,ARG,2001,99
Armenia,ARM,1989,100
Armenia,ARM,2000,100
Armenia,ARM,2001,100
Armenia,ARM,2011,100
Armenia,ARM,2016,100
Armenia,ARM,2017,100
Armenia,ARM,2020,100
Armenia,ARM,2022,99.91656
Aruba,ABW,2000,99
Aruba,ABW,2010,99
Azerbaijan,AZE,1999,100
Azerbaijan,AZE,2006,100
Azerbaijan,AZE,2007,100
Azerbaijan,AZE,2009,100
Azerbaijan,AZE,2010,100
Azerbaijan,AZE,2011,100
Azerbaijan,AZE,2012,100
Azerbaijan,AZE,2013,100
Azerbaijan,AZE,2014,100
Azerbaijan,AZE,2015,100
Azerbaijan,AZE,2016,100
Azerbaijan,AZE,2017,100
Azerbaijan,AZE,2019,100
Azerbaijan,AZE,2023,100
Bahrain,BHR,1981,82
Bahrain,BHR,1991,97
Bahrain,BHR,2001,97
Bahrain,BHR,2022,99
Bahrain,BHR,2023,99
Bangladesh,BGD,1981,27
Bangladesh,BGD,1991,38
Bangladesh,BGD,2000,100
Bangladesh,BGD,2001,60
Bangladesh,BGD,2006,87.2
Bangladesh,BGD,2007,77.09
Bangladesh,BGD,2011,80
Bangladesh,BGD,2012,79
Bangladesh,BGD,2013,87
Bangladesh,BGD,2014,86
Bangladesh,BGD,2015,90
Bangladesh,BGD,2016,94
Bangladesh,BGD,2017,94
Bangladesh,BGD,2018,95
Bangladesh,BGD,2019,96
Bangladesh,BGD,2020,96
Bangladesh,BGD,2021,96
Bangladesh,BGD,2022,94
Barbados,BRB,1970,100
Barbados,BRB,2012,100
Belarus,BLR,1989,100
Belarus,BLR,1999,100
Belarus,BLR,2005,99.98
Belarus,BLR,2009,100
Belarus,BLR,2012,100
Belarus,BLR,2019,100
Belize,BLZ,1991,78
Belize,BLZ,2006,95.13
Belize,BLZ,2011,96.6
Belize,BLZ,2015,98.07905
Benin,BEN,1979,18
Benin,BEN,1992,27
Benin,BEN,2001,31.85
Benin,BEN,2002,33
Benin,BEN,2006,39.53
Benin,BEN,2017,50.98536
Benin,BEN,2019,62.76271
Benin,BEN,2021,59.18644
Benin,BEN,2022,67.93813
Bhutan,BTN,2005,68
Bhutan,BTN,2010,63.34
Bhutan,BTN,2012,82
Bhutan,BTN,2017,93
Bolivia,BOL,1976,76
Bolivia,BOL,1992,92
Bolivia,BOL,2000,96.3
Bolivia,BOL,2001,96.5
Bolivia,BOL,2002,97.1
Bolivia,BOL,2003,96.67
Bolivia,BOL,2004,98.6
Bolivia,BOL,2005,98.4
Bolivia,BOL,2006,97.4
Bolivia,BOL,2007,99.1
Bolivia,BOL,2008,99
Bolivia,BOL,2009,99.1
Bolivia,BOL,2011,98.8
Bolivia,BOL,2012,99.2
Bolivia,BOL,2013,99.2
Bolivia,BOL,2014,99.2
Bolivia,BOL,2015,99.4
Bolivia,BOL,2016,99.3
Bolivia,BOL,2017,99.3
Bolivia,BOL,2018,99.4
Bolivia,BOL,2019,99.4
Bolivia,BOL,2020,99.5
Bolivia,BOL,2021,99.5
Bosnia and Herzegovina,BIH,1991,99
Bosnia and Herzegovina,BIH,2000,100
Bosnia and Herzegovina,BIH,2006,99.82
Bosnia and Herzegovina,BIH,2013,100
Botswana,BWA,1991,92
Botswana,BWA,2003,96
Brazil,BRA,1980,85
Brazil,BRA,2000,96
Brazil,BRA,2001,96.9
Brazil,BRA,2002,97.5
Brazil,BRA,2003,97.7
Brazil,BRA,2004,97.9
Brazil,BRA,2005,98.1
Brazil,BRA,2006,98.3
Brazil,BRA,2007,98.6
Brazil,BRA,2008,98.5
Brazil,BRA,2009,98.7
Brazil,BRA,2010,98
Brazil,BRA,2011,99.1
Brazil,BRA,2012,99
Brazil,BRA,2013,99.2
Brazil,BRA,2014,99.3
Brazil,BRA,2015,99.3
Brazil,BRA,2016,99.5
Brazil,BRA,2017,99.5
Brazil,BRA,2018,99.4
Brazil,BRA,2019,99.5
Brazil,BRA,2020,99.5
Brazil,BRA,2021,99.5
Brazil,BRA,2022,99.6
Brazil,BRA,2023,99.6
Brunei,BRN,1981,93
Brunei,BRN,1991,98
Brunei,BRN,2001,99
Brunei,BRN,2011,100
Bulgaria,BGR,2001,98
Bulgaria,BGR,2011,98
Burkina Faso,BFA,1975,7
Burkina Faso,BFA,1991,14
Burkina Faso,BFA,1996,14
Burkina Faso,BFA,2003,25
Burkina Faso,BFA,2005,26
Burkina Faso,BFA,2006,27
Burkina Faso,BFA,2007,33
Burkina Faso,BFA,2010,27.24
Burkina Faso,BFA,2014,44
Burkina Faso,BFA,2018,54
Burkina Faso,BFA,2019,44
Burkina Faso,BFA,2021,58.758
Burkina Faso,BFA,2022,60.56925
Burundi,BDI,1979,21
Burundi,BDI,1990,48
Burundi,BDI,2000,70
Burundi,BDI,2005,52.83
Burundi,BDI,2008,57
Burundi,BDI,2010,66.51
Burundi,BDI,2014,75
Burundi,BDI,2016,82.08605
Burundi,BDI,2017,86
Cambodia,KHM,1998,71
Cambodia,KHM,2000,54.67
Cambodia,KHM,2004,79
Cambodia,KHM,2005,67.33
Cambodia,KHM,2008,86
Cambodia,KHM,2009,86
Cambodia,KHM,2010,78.02
Cambodia,KHM,2014,90
Cambodia,KHM,2015,93
Cambodia,KHM,2021,93.50569
Cameroon,CMR,1976,59
Cameroon,CMR,2000,78
Cameroon,CMR,2004,67.65
Cameroon,CMR,2006,64.67
Cameroon,CMR,2007,77
Cameroon,CMR,2010,76
Cameroon,CMR,2011,73.41
Cameroon,CMR,2014,100
Cameroon,CMR,2018,76.3945
Cape Verde,CPV,1990,86
Cape Verde,CPV,2012,98
Cape Verde,CPV,2015,99
Cayman Islands,CYM,2007,99
Central African Republic,CAF,1975,20
Central African Republic,CAF,1988,35
Central African Republic,CAF,2000,49
Central African Republic,CAF,2006,21.51
Central African Republic,CAF,2010,27.63
Central African Republic,CAF,2019,36.67682
Central and Southern Asia (SDG),,1975,35.88069
Central and Southern Asia (SDG),,1976,35.99637
Central and Southern Asia (SDG),,1977,37.11797
Central and Southern Asia (SDG),,1978,38.23392
Central and Southern Asia (SDG),,1979,39.34306
Central and Southern Asia (SDG),,1980,40.34363
Central and Southern Asia (SDG),,1981,41.23879
Central and Southern Asia (SDG),,1982,42.33691
Central and Southern Asia (SDG),,1983,43.46367
Central and Southern Asia (SDG),,1984,44.54084
Central and Southern Asia (SDG),,1985,45.61228
Central and Southern Asia (SDG),,1986,46.6844
Central and Southern Asia (SDG),,1987,47.70883
Central and Southern Asia (SDG),,1988,45.84002
Central and Southern Asia (SDG),,1989,47.43975
Central and Southern Asia (SDG),,1990,49.24991
Central and Southern Asia (SDG),,1991,50.83163
Central and Southern Asia (SDG),,1992,52.2682
Central and Southern Asia (SDG),,1993,53.6906
Central and Southern Asia (SDG),,1994,55.22097
Central and Southern Asia (SDG),,1995,56.90365
Central and Southern Asia (SDG),,1996,58.44146
Central and Southern Asia (SDG),,1997,59.79875
Central and Southern Asia (SDG),,1998,62.4221
Central and Southern Asia (SDG),,1999,64.21235
Central and Southern Asia (SDG),,2000,65.90239
Central and Southern Asia (SDG),,2001,67.50308
Central and Southern Asia (SDG),,2002,69.10661
Central and Southern Asia (SDG),,2003,70.32368
Central and Southern Asia (SDG),,2004,71.84613
Central and Southern Asia (SDG),,2005,72.0607
Central and Southern Asia (SDG),,2006,73.06606
Central and Southern Asia (SDG),,2007,74.62511
Central and Southern Asia (SDG),,2008,76.26355
Central and Southern Asia (SDG),,2009,77.79943
Central and Southern Asia (SDG),,2010,79.15094
Central and Southern Asia (SDG),,2011,80.23454
Central and Southern Asia (SDG),,2012,81.02616
Central and Southern Asia (SDG),,2013,82.70196
Central and Southern Asia (SDG),,2014,83.84325
Central and Southern Asia (SDG),,2015,85.22724
Central and Southern Asia (SDG),,2016,86.58227
Central and Southern Asia (SDG),,2017,87.15818
Central and Southern Asia (SDG),,2018,86.94566
Central and Southern Asia (SDG),,2019,89.33263
Central and Southern Asia (SDG),,2020,89.98798
Central and Southern Asia (SDG),,2021,90.64738
Central and Southern Asia (SDG),,2022,91.34677
Central and Southern Asia (SDG),,2023,91.97111
Chad,TCD,1993,9
Chad,TCD,2000,23
Chad,TCD,2004,31
Chad,TCD,2010,16.88
Chad,TCD,2016,22
Chad,TCD,2019,33.32039
Chile,CHL,1982,97
Chile,CHL,1992,99
Chile,CHL,2000,99.3
Chile,CHL,2002,99
Chile,CHL,2003,99.4
Chile,CHL,2006,99.3
Chile,CHL,2009,99.5
Chile,CHL,2011,99.6
Chile,CHL,2013,99.1
Chile,CHL,2015,99.4
Chile,CHL,2017,99
Chile,CHL,2022,99.5
China,CHN,1982,82
China,CHN,1990,91
China,CHN,2000,99
China,CHN,2010,100
China,CHN,2020,100
Colombia,COL,1993,96
Colombia,COL,1996,98
Colombia,COL,2000,100
Colombia,COL,2002,98
Colombia,COL,2003,98.3
Colombia,COL,2004,98.4
Colombia,COL,2005,98.4
Colombia,COL,2006,98
Colombia,COL,2007,98
Colombia,COL,2008,98.4
Colombia,COL,2009,98.4
Colombia,COL,2010,98.6
Colombia,COL,2011,98.8
Colombia,COL,2012,98.7
Colombia,COL,2013,98.8
Colombia,COL,2014,98.9
Colombia,COL,2015,98.9
Colombia,COL,2016,99
Colombia,COL,2017,99
Colombia,COL,2018,99.1
Colombia,COL,2019,99.2
Colombia,COL,2020,99.3
Colombia,COL,2021,99.4
Colombia,COL,2022,99.2
Colombia,COL,2023,99.2
Comoros,COM,1980,55
Comoros,COM,2000,78
Comoros,COM,2012,78.59
Congo,COG,1984,83
Congo,COG,2005,71
Costa Rica,CRI,1984,98
Costa Rica,CRI,2000,98
Costa Rica,CRI,2011,99
Costa Rica,CRI,2018,99.63372
Cote d'Ivoire,CIV,1988,38
Cote d'Ivoire,CIV,1998,40
Cote d'Ivoire,CIV,2000,52
Cote d'Ivoire,CIV,2006,38.57
Cote d'Ivoire,CIV,2014,47
Cote d'Ivoire,CIV,2016,54.73764
Cote d'Ivoire,CIV,2019,76
Cote d'Ivoire,CIV,2021,58.31827
Croatia,HRV,1991,100
Croatia,HRV,2001,100
Cuba,CUB,2002,100
Cuba,CUB,2012,100
Cuba,CUB,2019,99.70794
Cyprus,CYP,1992,100
Cyprus,CYP,2001,100
Cyprus,CYP,2011,100
Democratic Republic of Congo,COD,2001,63
Democratic Republic of Congo,COD,2007,62.97
Democratic Republic of Congo,COD,2010,64.32
Democratic Republic of Congo,COD,2012,77
Democratic Republic of Congo,COD,2013,76.58
Democratic Republic of Congo,COD,2016,80
Democratic Republic of Congo,COD,2018,77.53746
Djibouti,DJI,2006,51.81
Dominican Republic,DOM,1981,84
Dominican Republic,DOM,2000,96.5
Dominican Republic,DOM,2001,96.6
Dominican Republic,DOM,2002,96.5
Dominican Republic,DOM,2003,96.9
Dominican Republic,DOM,2004,96.7
Dominican Republic,DOM,2005,97.3
Dominican Republic,DOM,2006,97.9
Dominican Republic,DOM,2007,97.8
Dominican Republic,DOM,2008,97.4
Dominican Republic,DOM,2009,98.4
Dominican Republic,DOM,2010,97.9
Dominican Republic,DOM,2011,98.6
Dominican Republic,DOM,2012,98
Dominican Republic,DOM,2013,98.3
Dominican Republic,DOM,2014,98.2
Dominican Republic,DOM,2015,98.1
Dominican Republic,DOM,2016,98.8
Dominican Republic,DOM,2017,98.4
Dominican Republic,DOM,2018,99.1
Dominican Republic,DOM,2019,99.1
Dominican Republic,DOM,2020,99.1
Dominican Republic,DOM,2021,99
Dominican Republic,DOM,2022,98.9
Dominican Republic,DOM,2023,98.8
East Asia and Pacific (WB),,1976,75.64997
East Asia and Pacific (WB),,1977,75.98357
East Asia and Pacific (WB),,1978,77.81567
East Asia and Pacific (WB),,1979,79.69596
East Asia and Pacific (WB),,1980,81.52722
East Asia and Pacific (WB),,1981,83.11595
East Asia and Pacific (WB),,1982,84.40361
East Asia and Pacific (WB),,1983,85.61921
East Asia and Pacific (WB),,1984,86.65315
East Asia and Pacific (WB),,1985,87.46774
East Asia and Pacific (WB),,1986,88.14246
East Asia and Pacific (WB),,1987,89.43954
East Asia and Pacific (WB),,1988,91.42354
East Asia and Pacific (WB),,1989,91.76531
East Asia and Pacific (WB),,1990,92.07513
East Asia and Pacific (WB),,1991,92.39921
East Asia and Pacific (WB),,1992,92.70293
East Asia and Pacific (WB),,1993,92.95647
East Asia and Pacific (WB),,1994,93.35312
East Asia and Pacific (WB),,1995,93.7574
East Asia and Pacific (WB),,1996,94.08663
East Asia and Pacific (WB),,1997,96.96976
East Asia and Pacific (WB),,1998,97.10172
East Asia and Pacific (WB),,1999,97.24602
East Asia and Pacific (WB),,2000,97.24828
East Asia and Pacific (WB),,2001,97.37758
East Asia and Pacific (WB),,2002,97.50698
East Asia and Pacific (WB),,2003,97.72554
East Asia and Pacific (WB),,2004,97.84924
East Asia and Pacific (WB),,2005,97.97492
East Asia and Pacific (WB),,2006,97.8041
East Asia and Pacific (WB),,2007,98.20255
East Asia and Pacific (WB),,2008,98.61238
East Asia and Pacific (WB),,2009,98.60713
East Asia and Pacific (WB),,2010,98.5755
East Asia and Pacific (WB),,2011,98.15948
East Asia and Pacific (WB),,2012,98.21486
East Asia and Pacific (WB),,2013,98.28557
East Asia and Pacific (WB),,2014,98.5517
East Asia and Pacific (WB),,2015,98.5754
East Asia and Pacific (WB),,2016,98.60907
East Asia and Pacific (WB),,2017,98.6212
East Asia and Pacific (WB),,2018,98.59121
East Asia and Pacific (WB),,2019,98.96828
East Asia and Pacific (WB),,2020,99.04304
East Asia and Pacific (WB),,2021,99.0817
East Asia and Pacific (WB),,2022,99.13032
East Asia and Pacific (WB),,2023,99.16245
East Timor,TLS,2009,83.71
East Timor,TLS,2010,79
East Timor,TLS,2016,88.72531
Eastern and South-Eastern Asia (SDG),,1976,75.54955
Eastern and South-Eastern Asia (SDG),,1977,75.88257
Eastern and South-Eastern Asia (SDG),,1978,77.73867
Eastern and South-Eastern Asia (SDG),,1979,79.64592
Eastern and South-Eastern Asia (SDG),,1980,81.50134
Eastern and South-Eastern Asia (SDG),,1981,83.11022
Eastern and South-Eastern Asia (SDG),,1982,84.41362
Eastern and South-Eastern Asia (SDG),,1983,85.64386
Eastern and South-Eastern Asia (SDG),,1984,86.68919
Eastern and South-Eastern Asia (SDG),,1985,87.51172
Eastern and South-Eastern Asia (SDG),,1986,88.19202
Eastern and South-Eastern Asia (SDG),,1987,89.50169
Eastern and South-Eastern Asia (SDG),,1988,91.50705
Eastern and South-Eastern Asia (SDG),,1989,91.852
Eastern and South-Eastern Asia (SDG),,1990,92.16502
Eastern and South-Eastern Asia (SDG),,1991,92.49314
Eastern and South-Eastern Asia (SDG),,1992,92.80164
Eastern and South-Eastern Asia (SDG),,1993,93.06
Eastern and South-Eastern Asia (SDG),,1994,93.46461
Eastern and South-Eastern Asia (SDG),,1995,93.87752
Eastern and South-Eastern Asia (SDG),,1996,94.21008
Eastern and South-Eastern Asia (SDG),,1997,97.13049
Eastern and South-Eastern Asia (SDG),,1998,97.26268
Eastern and South-Eastern Asia (SDG),,1999,97.41061
Eastern and South-Eastern Asia (SDG),,2000,97.41581
Eastern and South-Eastern Asia (SDG),,2001,97.5457
Eastern and South-Eastern Asia (SDG),,2002,97.67487
Eastern and South-Eastern Asia (SDG),,2003,97.89353
Eastern and South-Eastern Asia (SDG),,2004,98.01609
Eastern and South-Eastern Asia (SDG),,2005,98.14126
Eastern and South-Eastern Asia (SDG),,2006,97.96613
Eastern and South-Eastern Asia (SDG),,2007,98.37064
Eastern and South-Eastern Asia (SDG),,2008,98.78818
Eastern and South-Eastern Asia (SDG),,2009,98.78162
Eastern and South-Eastern Asia (SDG),,2010,98.74636
Eastern and South-Eastern Asia (SDG),,2011,98.32828
Eastern and South-Eastern Asia (SDG),,2012,98.39026
Eastern and South-Eastern Asia (SDG),,2013,98.46905
Eastern and South-Eastern Asia (SDG),,2014,98.74792
Eastern and South-Eastern Asia (SDG),,2015,98.78167
Eastern and South-Eastern Asia (SDG),,2016,98.82578
Eastern and South-Eastern Asia (SDG),,2017,98.84568
Eastern and South-Eastern Asia (SDG),,2018,98.82176
Eastern and South-Eastern Asia (SDG),,2019,99.213
Eastern and South-Eastern Asia (SDG),,2020,99.2941
Eastern and South-Eastern Asia (SDG),,2021,99.33651
Eastern and South-Eastern Asia (SDG),,2022,99.39149
Eastern and South-Eastern Asia (SDG),,2023,99.42854
Ecuador,ECU,1982,92
Ecuador,ECU,1990,96
Ecuador,ECU,2001,97.3
Ecuador,ECU,2003,97.4
Ecuador,ECU,2005,98.2
Ecuador,ECU,2006,98.1
Ecuador,ECU,2007,98.6
Ecuador,ECU,2008,98.5
Ecuador,ECU,2009,98.9
Ecuador,ECU,2010,98.9
Ecuador,ECU,2011,98.8
Ecuador,ECU,2012,98.9
Ecuador,ECU,2013,98.6
Ecuador,ECU,2014,99.2
Ecuador,ECU,2015,98.9
Ecuador,ECU,2016,99.1
Ecuador,ECU,2017,99.4
Ecuador,ECU,2018,99.1
Ecuador,ECU,2019,98.8
Ecuador,ECU,2020,99.1
Ecuador,ECU,2021,99.2
Ecuador,ECU,2022,99.2
Ecuador,ECU,2023,99.3
Egypt,EGY,1976,38
Egypt,EGY,1986,54
Egypt,EGY,1996,67
Egypt,EGY,2000,77.19
Egypt,EGY,2005,79
Egypt,EGY,2006,82
Egypt,EGY,2010,84
Egypt,EGY,2012,86
Egypt,EGY,2013,90
Egypt,EGY,2014,94.08
Egypt,EGY,2017,87
Egypt,EGY,2022,94.82
El Salvador,SLV,1992,85
El Salvador,SLV,2000,92.6
El Salvador,SLV,2001,93.6
El Salvador,SLV,2002,93.6
El Salvador,SLV,2003,93.4
El Salvador,SLV,2004,94
El Salvador,SLV,2005,94.9
El Salvador,SLV,2006,95.5
El Salvador,SLV,2007,95.8
El Salvador,SLV,2008,96
El Salvador,SLV,2009,96.1
El Salvador,SLV,2010,96.4
El Salvador,SLV,2011,97
El Salvador,SLV,2012,97.6
El Salvador,SLV,2013,97.5
El Salvador,SLV,2014,98.2
El Salvador,SLV,2015,98.4
El Salvador,SLV,2016,98.3
El Salvador,SLV,2017,98.1
El Salvador,SLV,2018,98.2
El Salvador,SLV,2019,98.7
El Salvador,SLV,2020,98.7
El Salvador,SLV,2021,98.3
El Salvador,SLV,2022,98.6
El Salvador,SLV,2023,98.5
Equatorial Guinea,GNQ,2000,97
Eritrea,ERI,2002,69
Eritrea,ERI,2008,83
Estonia,EST,1989,100
Estonia,EST,2000,100
Estonia,EST,2011,100
Eswatini,SWZ,1976,75
Eswatini,SWZ,1986,84
Eswatini,SWZ,2000,93
Eswatini,SWZ,2006,93.58
Eswatini,SWZ,2010,96.32
Eswatini,SWZ,2014,100
Eswatini,SWZ,2022,98.77755
Ethiopia,ETH,1994,28
Ethiopia,ETH,2000,27.02
Ethiopia,ETH,2004,39
Ethiopia,ETH,2005,34.06
Ethiopia,ETH,2007,47
Ethiopia,ETH,2011,43.65
Ethiopia,ETH,2016,64.5676
Ethiopia,ETH,2019,70.29423
Europe and Central Asia (WB),,1990,98.59226
Europe and Central Asia (WB),,1991,98.63546
Europe and Central Asia (WB),,1992,98.60188
Europe and Central Asia (WB),,1993,98.64055
Europe and Central Asia (WB),,1994,98.69671
Europe and Central Asia (WB),,1995,98.73289
Europe and Central Asia (WB),,1996,98.77194
Europe and Central Asia (WB),,1997,98.8102
Europe and Central Asia (WB),,1998,98.83175
Europe and Central Asia (WB),,1999,98.84616
Europe and Central Asia (WB),,2000,98.82764
Europe and Central Asia (WB),,2001,98.86257
Europe and Central Asia (WB),,2002,98.91292
Europe and Central Asia (WB),,2003,98.93462
Europe and Central Asia (WB),,2004,98.9432
Europe and Central Asia (WB),,2005,99.01076
Europe and Central Asia (WB),,2006,99.02952
Europe and Central Asia (WB),,2007,99.0562
Europe and Central Asia (WB),,2008,99.08809
Europe and Central Asia (WB),,2009,99.31396
Europe and Central Asia (WB),,2010,99.38538
Europe and Central Asia (WB),,2011,99.46198
Europe and Central Asia (WB),,2012,99.51233
Europe and Central Asia (WB),,2013,99.5471
Europe and Central Asia (WB),,2014,99.57678
Europe and Central Asia (WB),,2015,99.6026
Europe and Central Asia (WB),,2016,99.6327
Europe and Central Asia (WB),,2017,99.67333
Europe and Central Asia (WB),,2018,99.71808
Europe and Central Asia (WB),,2019,99.74016
Europe and Central Asia (WB),,2020,99.75049
Europe and Central Asia (WB),,2021,99.75854
Europe and Central Asia (WB),,2022,99.76337
Europe and Central Asia (WB),,2023,99.76482
Europe and Northern America (SDG),,2002,99.50273
Europe and Northern America (SDG),,2003,99.5103
Europe and Northern America (SDG),,2004,99.51708
Europe and Northern America (SDG),,2005,99.51734
Europe and Northern America (SDG),,2006,99.51924
Europe and Northern America (SDG),,2007,99.52847
Europe and Northern America (SDG),,2018,99.63965
Europe and Northern America (SDG),,2019,99.64386
Europe and Northern America (SDG),,2020,99.64667
Europe and Northern America (SDG),,2021,99.64984
Europe and Northern America (SDG),,2022,99.65033
Fiji,FJI,2021,99.41343
Gabon,GAB,1993,92
Gabon,GAB,2012,93.77
Gabon,GAB,2021,93.04062
Gambia,GMB,2000,41
Gambia,GMB,2006,48.15
Gambia,GMB,2013,65.85
Gambia,GMB,2015,64
Gambia,GMB,2018,67.01137
Gambia,GMB,2021,62.55218
Georgia,GEO,2002,100
Georgia,GEO,2005,99.9
Georgia,GEO,2014,100
Georgia,GEO,2017,99
Georgia,GEO,2018,99.94143
Georgia,GEO,2022,100
Georgia,GEO,2023,99.8423
Ghana,GHA,2000,65
Ghana,GHA,2003,73.05
Ghana,GHA,2006,76.92
Ghana,GHA,2010,83
Ghana,GHA,2011,84.6
Ghana,GHA,2014,83.65
Ghana,GHA,2017,85.2477
Ghana,GHA,2021,91.30476
Greece,GRC,1981,99
Greece,GRC,1991,99
Greece,GRC,2001,99
Greece,GRC,2009,99
Grenada,GRD,1970,99
Guadeloupe,GLP,1982,99
Guam,GUM,1980,96
Guam,GUM,1990,100
Guatemala,GTM,1994,71
Guatemala,GTM,2000,76.3
Guatemala,GTM,2002,78
Guatemala,GTM,2006,84.8
Guatemala,GTM,2012,92
Guatemala,GTM,2013,90
Guatemala,GTM,2014,91.9
Guatemala,GTM,2015,93.61574
Guatemala,GTM,2018,94
Guatemala,GTM,2022,94.21057
Guatemala,GTM,2023,96.7
Guinea,GIN,1996,13
Guinea,GIN,2003,34
Guinea,GIN,2005,24.12
Guinea,GIN,2010,22
Guinea,GIN,2012,37.24
Guinea,GIN,2014,37
Guinea,GIN,2016,46.62764
Guinea,GIN,2018,43
Guinea-Bissau,GNB,1979,18
Guinea-Bissau,GNB,2000,46
Guinea-Bissau,GNB,2006,35.78
Guinea-Bissau,GNB,2014,100
Guinea-Bissau,GNB,2019,68.58931
Guinea-Bissau,GNB,2022,78.26567
Guyana,GUY,2006,100
Guyana,GUY,2009,95.91
Guyana,GUY,2014,100
Guyana,GUY,2020,99.02955
Haiti,HTI,1982,51
Haiti,HTI,2003,81
Haiti,HTI,2012,84.3
Haiti,HTI,2017,89.32992
High-income countries,,2004,98.70911
High-income countries,,2005,98.75847
High-income countries,,2020,99.28018
High-income countries,,2021,99.30231
Honduras,HND,2001,92.7
Honduras,HND,2004,91.5
Honduras,HND,2005,93.6
Honduras,HND,2007,95
Honduras,HND,2009,95.2
Honduras,HND,2010,95.9
Honduras,HND,2011,96.9
Honduras,HND,2012,96
Honduras,HND,2013,96.3
Honduras,HND,2014,96.3
Honduras,HND,2015,97
Honduras,HND,2016,97.2
Honduras,HND,2018,98.2
Honduras,HND,2019,97.3
Honduras,HND,2023,96.5
Hungary,HUN,1980,99
India,IND,1981,40
India,IND,1991,49
India,IND,2001,68
India,IND,2006,74
India,IND,2011,82
India,IND,2016,86.73757
India,IND,2020,90.95
India,IND,2022,96
India,IND,2023,96
Indonesia,IDN,1980,82
Indonesia,IDN,1990,95
Indonesia,IDN,2004,99
Indonesia,IDN,2006,96
Indonesia,IDN,2008,99
Indonesia,IDN,2009,99
Indonesia,IDN,2011,99
Indonesia,IDN,2014,100
Indonesia,IDN,2015,100
Indonesia,IDN,2016,100
Indonesia,IDN,2017,99.29
Indonesia,IDN,2018,100
Indonesia,IDN,2020,100
Indonesia,IDN,2022,94.72
Iran,IRN,1976,42
Iran,IRN,1986,66
Iran,IRN,1991,81
Iran,IRN,1996,91
Iran,IRN,2005,97
Iran,IRN,2006,96
Iran,IRN,2008,97
Iran,IRN,2012,98
Iran,IRN,2013,97
Iran,IRN,2014,98
Iran,IRN,2016,98
Iraq,IRQ,2000,80
Iraq,IRQ,2006,72.85
Iraq,IRQ,2011,71.93
Iraq,IRQ,2012,79
Iraq,IRQ,2014,86
Iraq,IRQ,2016,88
Iraq,IRQ,2017,92
Iraq,IRQ,2018,87.38115
Israel,ISR,1983,98
Italy,ITA,1981,100
Italy,ITA,2001,100
Italy,ITA,2011,100
Italy,ITA,2019,100
Jamaica,JAM,1999,96
Jamaica,JAM,2005,99.77
Jamaica,JAM,2011,99.72
Jamaica,JAM,2022,99.29619
Jordan,JOR,1979,85
Jordan,JOR,2003,99
Jordan,JOR,2005,99
Jordan,JOR,2007,99
Jordan,JOR,2010,99
Jordan,JOR,2011,99
Jordan,JOR,2012,99
Jordan,JOR,2018,95.90284
Jordan,JOR,2023,99
Kazakhstan,KAZ,1989,99
Kazakhstan,KAZ,1999,100
Kazakhstan,KAZ,2006,100
Kazakhstan,KAZ,2009,100
Kazakhstan,KAZ,2015,100
Kenya,KEN,2000,92
Kenya,KEN,2014,92.31
Kenya,KEN,2022,95.28072
Kiribati,KIR,2018,98.50159
Kuwait,KWT,1975,66
Kuwait,KWT,1980,76
Kuwait,KWT,1985,84
Kuwait,KWT,1995,90
Kuwait,KWT,2005,100
Kuwait,KWT,2006,98
Kuwait,KWT,2007,99
Kuwait,KWT,2008,99
Kuwait,KWT,2010,99
Kuwait,KWT,2012,99
Kuwait,KWT,2013,99
Kuwait,KWT,2015,99
Kuwait,KWT,2017,99
Kuwait,KWT,2018,100
Kuwait,KWT,2020,100
Kyrgyzstan,KGZ,1999,100
Kyrgyzstan,KGZ,2009,100
Kyrgyzstan,KGZ,2014,99.79
Laos,LAO,1995,64
Laos,LAO,2000,74
Laos,LAO,2001,75
Laos,LAO,2005,79
Laos,LAO,2006,67.08
Laos,LAO,2015,91
Laos,LAO,2017,84.4665
Latin America & Caribbean (WB),,1974,86.80742
Latin America & Caribbean (WB),,1975,86.82453
Latin America & Caribbean (WB),,1976,87.22708
Latin America & Caribbean (WB),,1977,87.67547
Latin America & Caribbean (WB),,1978,88.15921
Latin America & Caribbean (WB),,1979,88.52984
Latin America & Caribbean (WB),,1980,88.78442
Latin America & Caribbean (WB),,1981,89.15248
Latin America & Caribbean (WB),,1982,89.50078
Latin America & Caribbean (WB),,1983,89.84306
Latin America & Caribbean (WB),,1984,90.18232
Latin America & Caribbean (WB),,1985,90.52011
Latin America & Caribbean (WB),,1986,90.81932
Latin America & Caribbean (WB),,1987,90.99998
Latin America & Caribbean (WB),,1988,91.37462
